sn	Item1	Item2	cond	sess	trial	trial_type	title	typeOfScen	keybResp	keyDef	keybRT	rtBeep	rtDeadline	averageP	sdp	overlap	direct.xVy	overlapRound	correct	avgRT	sdRT	targetPresent	dirOverlap	correct01	res.RT	fit.RT	overlapRoundSN
63	an assassin	a soldier	terrorist	1	76	1	simplified	impersonal	d	No	8.63194942871443	N/A	-1	0.9263	0.0227412216726183	0.1474	-1	0.2	1	10300.8474576271	9727.49649596935	FALSE	-0.8526	1	0.0344370484692718	8.59751238024515	0.2
63	an astronaut	a police officer	terrorist	1	75	1	simplified	impersonal	d	No	9.97441189087283	N/A	-1	0.551052631578947	0.0426658443937738	0.897894736842105	-1	0.9	1	10300.8474576271	9727.49649596935	FALSE	-0.102105263157895	1	1.36261684792876	8.61179504294406	0.9
63	a homeless adult	a rapist	terrorist	1	79	1	simplified	impersonal	k	Yes	8.72225423517968	N/A	-1	0.92284328358209	0.0211262489472413	0.154313432835821	1	0.2	1	10300.8474576271	9727.49649596935	TRUE	0.845686567164179	1	0.167447873328262	8.55480636185142	0.2
63	a rabid possum	a police officer	terrorist	1	22	1	simplified	impersonal	d	No	9.04864463297588	N/A	-1	0.962003759398496	0.0161145926644098	0.0759924812030075	-1	0.1	1	10300.8474576271	9727.49649596935	FALSE	-0.924007518796992	1	-0.35508383552326	9.40372846849914	0.1
63	a congressman	a nun	terrorist	1	70	1	simplified	impersonal	d	No	10.1510505083911	N/A	-1	0.410649122807018	0.0461970497803229	0.821298245614035	-1	0.9	1	10300.8474576271	9727.49649596935	FALSE	-0.178701754385965	1	1.4674854554037	8.68356505298738	0.9
63	an orphan	a cockroach	terrorist	1	25	1	simplified	impersonal	k	Yes	10.0067659019896	N/A	-1	0.987119658119658	0.00981891252785444	0.0257606837606839	1	0.1	1	10300.8474576271	9727.49649596935	TRUE	0.974239316239316	1	0.649748131095082	9.35701777089455	0.1
63	an addict	a pedophile	terrorist	1	110	1	simplified	impersonal	k	Yes	8.42244285487043	N/A	-1	0.15049173553719	0.0299568238226622	0.30098347107438	1	0.4	1	10300.8474576271	9727.49649596935	TRUE	0.69901652892562	1	0.296700518583794	8.12574233628663	0.4
63	an adult with a deadly contagious disease	an elderly person	terrorist	1	119	1	simplified	impersonal	d	No	7.9402277651457	N/A	-1	0.224889763779528	0.0352517867541622	0.449779527559055	-1	0.5	1	10300.8474576271	9727.49649596935	FALSE	-0.550220472440945	1	-0.065027197424719	8.00525496257042	0.5
63	a gang member	a thief	terrorist	1	44	1	simplified	impersonal	d	No	10.4393374412069	N/A	-1	0.531546218487395	0.0426380366568949	0.93690756302521	1	1	0	10300.8474576271	9727.49649596935	TRUE	0.0630924369747899	0	1.37281330453263	9.06652413667423	1
63	a billionaire	a police officer	terrorist	1	3	1	simplified	impersonal	d	No	9.49582002087276	N/A	-1	0.444012396694215	0.0444662266334452	0.88802479338843	-1	0.9	1	10300.8474576271	9727.49649596935	FALSE	-0.11197520661157	1	-0.209206190494072	9.70502621136684	0.9
